# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Terry Cummings,21.0,SDC,22.0,22.0,1.0,,,70.0,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0.0,0.709,8.7,0.164,1983,all-rookie
1st,Clark Kellogg,21.0,IND,22.0,22.0,1.0,,,81.0,34.1,20.1,10.6,2.8,1.7,0.5,0.479,0.222,0.741,6.8,0.119,1983,all-rookie
1st,Dominique Wilkins,23.0,ATL,22.0,22.0,1.0,,,82.0,32.9,17.5,5.8,1.6,1.0,0.8,0.493,0.182,0.682,5.8,0.103,1983,all-rookie
1st,James Worthy,21.0,LAL,22.0,22.0,1.0,,,77.0,25.6,13.4,5.2,1.7,1.2,0.8,0.579,0.25,0.624,5.1,0.125,1983,all-rookie
1st,Quintin Dailey,22.0,CHI,14.0,22.0,0.636,,,76.0,27.4,15.1,3.4,3.7,0.9,0.1,0.466,0.2,0.73,2.1,0.049,1983,all-rookie
,,,,,,,,,,,,,,,,,,,,,1983,all-rookie
ORV,Fat Lever,22.0,POR,5.0,22.0,0.227,,,81.0,24.9,7.8,2.8,5.3,1.9,0.2,0.431,0.333,0.73,4.4,0.104,1983,all-rookie
ORV,Paul Pressey,24.0,MIL,3.0,22.0,0.136,,,79.0,19.3,6.7,3.6,2.6,1.3,0.6,0.457,0.111,0.597,2.0,0.062,1983,all-rookie
ORV,Trent Tucker,23.0,NYK,3.0,22.0,0.136,,,78.0,23.5,8.4,2.8,2.5,0.7,0.1,0.462,0.467,0.672,4.0,0.104,1983,all-rookie
ORV,Rod Higgins,23.0,CHI,1.0,22.0,0.045,,,82.0,26.8,10.3,4.5,2.1,0.8,0.8,0.448,0.317,0.792,3.8,0.083,1983,all-rookie
ORV,Rob Williams,21.0,DEN,1.0,22.0,0.045,,,74.0,19.5,7.0,1.8,4.9,1.2,0.2,0.408,0.133,0.753,-0.1,-0.004,1983,all-rookie
